id_register|external_id|nit|namegooglemaps|name_register|complexity|services|accreditationcode|lat|lng|departmentid|departmentname|municipalityid|municipalityname|localityid|localityname|service_level|camas|quirofano|ambulancias
533|900335692-1|900335692|CLÍNICA CORPOSALUD S.A.S. - Clínica de especialidades|Corporación Para La Salud Integral S.A.S. - Corposalud S.A.S.|2|cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx otorrinolaringología, cx plástica, cx estética, cx urológica, cx gastrointestinal, cx neurocirugía, cx cabeza, cx cuello|5200101923|1.2207400733234774|-77.28178874184842|52|Nariño|52001|Pasto|||2|78|6|0
261|805023423-1|805023423|CLINICA NUESTRA|Clínica Nuestra Sede Cartagena|2|cx cabeza, cx cuello, cx gastrointestinal, cx tórax, cx mano, cx vascular, cx angiológica, cx plástica, cx estética, cx ortopédica, cx maxilofacial, cx general, cx neurocirugía|1300102496|10.39187475946568|-75.47903273304597|13|Bolívar|13001|Cartagena de Indias|||3|88|3|0
614|900064250-1|900064250|Unidad Clínica San Nicolás|Unidad Clínica San Nicolas Limitada|2|cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx otorrinolaringología, cx oral, cx urológica|6808103421|7.062145747111648|-73.85954526159104|68|Santander|68081|Barrancabermeja|||2|39|3|3
142|802019573-1|802019573|Clínica Porvenir|Clínica Porvenir Limitada|2|cx pediátrica, cx ortopédica, cx ginecológica, cx general, cx neurocirugía, cx tórax, cx urológica|875800008|10.92906093046752|-74.76399515516277|08|Atlántico|08758|Soledad|||3|66|5|1
549|890500309-1|890500309|Clínica Norte Cúcuta|Clínica Norte S.A.|1|cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx otorrinolaringología, cx pediátrica, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx otras cxs, cx mano, cx mama, cx tumores tejidos blandos, cx tórax, cx gastrointestinal, cx neurocirugía|5400100810|7.879263273494847|-72.498303857623|54|Norte de Santander|54001|San José de Cúcuta|||3|42|6|0
387|891079999-1|891079999|E.S.E. Hospital San Jerónimo de Montería|E.S.E. Hospital San Jerónimo de Montería|1|cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx oftalmológica, cx otorrinolaringológica, cx pediátrica, cx plástica, cx estética, cx vascular, cx angiológica, cx neurocirugía, cx urológica|2300100482|8.746768823999886|-75.88095883468498|23|Córdoba|23001|Montería|||3|195|8|1
25|890905177-1|890905177|Hospital La María E.S.E.|E.S.E. Hospital La María|1|cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx otorrinolaringología, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx de tórax, cx neurocirugía|500106086|6.286464322006945|-75.57412433595582|05|Antioquia|05001|Medellín|||3|201|15|4
410|832001411-1|832001411|Hospital San Rafael Cáqueza|Empresa Social del Estado Hospital San Rafael de Cáqueza|2|neurocirugía, cx plástica, cx estética, cx gastrointestinal, cx dermatológica, cx urológica, cx oral, cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx oftalmológica, cx otorrinolaringología|2515100016|4.405993675648094|-73.94911449516907|25|Cundinamarca|25151|Cáqueza|||2|59|8|8
766|846003067-1|846003067|Clinica Crear Vision|Clínica Crear Visión|2|cx general, cx ginecológica, cx ortopédica, cx oftalmológica, cx otorrinolaringología, cx plástica, cx estética, cx urológica, cx dermatológica|8600100105|1.1533600674989988|-76.64677850905524|86|Putumayo|86001|Mocoa|||2|12|2|0
227|900485519-1|900485519|Clínica VIP - Axa Colpatria|Clínica VIP Centro de Medicina Internacional|1|cx cabeza, cx cuello, cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx otorrinolaringología, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx otras cxs, cx mano, cx mama, cx tumores tejidos blandos, cx dermatológica, cx gastrointestinal, cx neurocirugía|1100123371|4.684992538249309|-74.05647242070954|11|Bogotá D.C.|11001|Bogotá D.C.|1100102|Chapinero|2|0|11|0
370|900772387-1|900772387|CLÍNICA ALTA COMPLEJIDAD DE AGUACHICA|Clínica Alta Complejidad de Aguachica S.A.S.|0|cx general, cx maxilofacial, cx ortopédica, cx ginecológica, cx neurocirugía, cx dermatológica, cx urológica, cx otorrinolaringología, cx vascular, cx angiológica, cx cardiovascular, cx cabeza, cx cuello|2001102357|8.309270302327848|-73.60855947238545|20|Cesar|20011|Aguachica|||3|155|5|4
312|900678145-1|900678145|CLINITRAUMA|IPS Clinitrauma|2|cx ortopédica|1557202160|5.97325419126968|-74.57780835194671|15|Boyacá|15572|Puerto Boyacá|||2|4|3|3
63|901597551-1|901597551|Cliniverso|Cliniverso|0|cx ginecológica, cx plástica, cx estética, cx general, cx maxilofacial, cx ortopédica, cx otorrinolaringología, cx vascular, cx angiológica, cx urológica, cx neurocirugía|508821584|6.337651871793532|-75.54578535372055|05|Antioquia|05088|Bello|||2|0|10|0
223|900374792-1|900374792|INO OPHTHALMIC AND PLASTIC SURGERY|Instituto Nacional de Oftalmología S.A.|2|cx maxilofacial, cx oftalmológica, cx otorrinolaringología, cx plástica, cx estética, cx ginecológica|1100124352|4.703419656527395|-74.02930098036175|11|Bogotá D.C.|11001|Bogotá D.C.|1100101|Usaquén|2|0|6|0
583|891409981-1|891409981|Clínica Los Rosales|Clínica Los Rosales S.A.|1|cx plástica, cx estética, cx vascular, cx angiológica, cx pediátrica, cx otorrinolaringología, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx cardiovascular, cx cabeza, cx cuello, cx urológica, cx otras cxs, cx mano, cx tórax, cx gastrointestinal, cx neurocirugía|6600100361|4.81354221805447|-75.69973815499264|66|Risaralda|66001|Pereira|||3|239|19|0
362|900601052-1|900601052|Clínica Simón Bolivar|Unidad Pediátrica Simón Bolívar IPS S.A.S.|2|cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx oftalmológica, cx otorrinolaringología, cx oral, cx pediátrica, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx mano, cx dermatológica, cx gastrointestinal, cx neurocirugía|2000101794|10.456428959171118|-73.24808244570872|20|Cesar|20001|Valledupar|||2|263|10|1
481|900038029-1|900038029|Odontig Clínica Dental|Odontig Clínica dental|0|cx maxilofacial, cx oral|4700100641|11.237766142852204|-74.2013196639611|47|Magdalena|47001|Santa Marta|||2|0|2|0
221|900291018-1|900291018|Clínica Los Nogales|Clínica Los Nogales S.A.S.|1|cx tórax, cx gastrointestinal, cx dermatológica, cx mama, cx tumores tejidos blandos, cx mano, cx endovascular neurológica, cx urológica, cx neurocirugía, cx vascular, cx angiológica, cx plástica, cx estética, cx pediátrica, cx otorrinolaringología, cx plástica oncológica, cx oftalmológica, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx cardiovascular, cx cabeza, cx cuello|1100125297|4.682832968516384|-74.0571619852809|11|Bogotá D.C.|11001|Bogotá D.C.|1100102|Chapinero|3|241|23|0
302|891800231-1|891800231|Hospital Universitario San Rafael de Tunja|Empresa Social del Estado Hospital Universitario San Rafael de Tunja|1|neurocirugía, cx gastrointestinal, cx dermatológica, cx urológica, cx vascular, cx angiológica, cx plástica, cx estética, cx pediátrica, cx oncológica, cx otorrinolaringológica, cx oftalmológica, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx tórax, cx mano|1500100387|5.540442503611016|-73.36126107027229|15|Boyacá|15001|Tunja|||3|226|13|2
274|890400693-1|890400693|Clínica Blas de Lezo S.A.|Clínica Blas de Lezo S.A.|2|cx ortopédica, cx oftalmológica, cx otorrinolaringología, cx oncológica, cx pediátrica, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx maxilofacial, cx neurocirugía|1300100568|10.391861874486914|-75.48683757967747|13|Bolívar|13001|Cartagena de Indias|||3|205|5|1
703|890399047-1|890399047|Hospital Departamental Mario Correa Rengifo|E.S.E. Hospital departamental Mario Correa Rengifo|2|neurocirugía, cx dermatológica, cx otras cxs, cx urológica, cx vascular, cx angiológica, cx plástica, cx estética, cx oral, cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx oftalmológica, cx otorrinolaringología|7600103954|3.3870349535966984|-76.55803413311428|76|Valle del Cauca|76001|Cali|||3|121|9|3
714|900753224-1|900753224|Unidad Quirúrgica Cálida|Unidad Quirúrgica Cálida S.A.S.|2|cx oftalmológica, cx ortopédica, cx general|7600109892|3.419853774870415|-76.54739142400949|76|Valle del Cauca|76001|Cali|||2|14|2|0
131|901221353-1|901221353|Clinica altos del prado|Clínica Altos del Prado|2|otras cxs, cx gastrointestinal, cx general, cx maxilofacial, cx ortopédica, cx otorrinolaringológica, cx pediátrica, cx plástica, cx estética, cx dermatológica, cx neurocirugía, cx urológica|800104669|11.001552408643978|-74.81170082509617|08|Atlántico|08001|Barranquilla|||2|20|2|0
428|800099860-1|800099860|Hospital San Rafael de Pacho|E.S.E. Hospital San Rafael de Pacho|2|cx plástica, cx estética, cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx oftalmológica, cx otorrinolaringología, cx urológica|2551300028|5.130649273498971|-74.16030421683267|25|Cundinamarca|25513|Pacho|||2|86|15|14
137|802001084-1|802001084|Clínica Santa Ana de Baranoa|I.P.S. Clínica Santa Ana de Baranoa Ltda.|2|cx general, cx ginecológica, cx ortopédica|807800030|10.79542456975034|-74.91353432412144|08|Atlántico|08078|Baranoa|||2|38|2|2
283|900482242-1|900482242|Centro Hospitalario Serena del Mar|Centro Hospitalario Serena del Mar Sa|1|cx cardiovascular, cx otras cxs, cx endovascular neurológica, cx maxilofacial, cx cabeza, cx cuello, cx general, cx ginecológica, cx ortopédica, cx otorrinolaringología, cx oncológica, cx pediátrica, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx mano, cx mama, cx tumores tejidos blandos, cx tórax, cx neurocirugía, cx gastrointestinal|1300103321|10.506879720459802|-75.46667318943247|13|Bolívar|13001|Cartagena de Indias|||3|152|19|0
463|901535908-1|901535908|CehyqSAS|Central de Especialidades Hospitalarias Y Quirúrgicas S.A.S.|0|cx ortopédica, cx general, cx pediátrica, cx otras cxs, cx mano, cx oftalmológica, cx plástica, cx estética, cx maxilofacial|4400101208|11.54663974295849|-72.91140248788066|44|La Guajira|44001|Riohacha|||2|36|6|1
341|817001773-1|817001773|IPSI MINGA AIC|IPSI MINGA AICIpsi Minga Sede Manuel Quintín Lame|0|cx general, cx ginecológica, cx oftalmológica, cx maxilofacial, cx oral, cx otras cxs|1900108183|2.4549080885748524|-76.60173091540837|19|Cauca|19001|Popayán|||2|0|2|4
768|900012404-1|900012404|CLINICA AYNAN|Clínica Aynan Ltda.|2|cx general, cx ginecológica, cx ortopédica, cx oftalmológica, cx otorrinolaringología, cx urológica, cx dermatológica|8600100197|1.1530365848976196|-76.65244556868763|86|Putumayo|86001|Mocoa|||2|0|5|9
108|890100275-1|890100275|Clínica del Caribe|IPS Clínica del Caribe|1|cx cardiovascular, cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx oftalmológica, cx otorrinolaringológica, cx oncológica, cx pediátrica, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx endovascular neurológica, cx mano, cx mama, cx tumores tejidos blandos, cx dermatológica, cx tórax, cx gastrointestinal, cx neurocirugía|800101937|11.001534421459144|-74.81305650189144|08|Atlántico|08001|Barranquilla|||3|87|12|0
249|901145394-1|901145394|Los Cobos Medical Center|Loscobos Medical Center S.A.S. - Loscobos|2|cx maxilofacial, cx ginecológica, cx tórax, cx general, cx mama, cx tumores tejidos blandos, cx mano, cx otras cxs, cx ortopédica, cx otorrinolaringología, cx cardiovascular, cx gastrointestinal, cx neurocirugía, cx oncológica, cx cabeza, cx cuello, cx pediátrica, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica|1100133903|4.710636981918698|-74.03229634336445|11|Bogotá D.C.|11001|Bogotá D.C.|1100101|Usaquén|3|254|24|0
692|830023202-2|830023202|Clínica Rey David|Clínica Rey David|1|cx gastrointestinal, cx tórax, cx mano, cx endovascular neurológica, cx urológica, cx vascular, cx angiológica, cx plástica, cx estética, cx oral, cx oncológica, cx otorrinolaringología, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx cardiovascular, cx plástica oncológica, cx neurocirugía|7600104064|3.42681918146714|-76.53832017784602|76|Valle del Cauca|76001|Cali|||2|109|18|0
607|900884937-1|900884937|IPS Cabecera|IPS Cabecera S.A.S.|2|cx general, cx ginecológica, cx ortopédica, cx otorrinolaringología, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx otras cxs, cx dermatológica, cx mano|6800105041|7.1141325787093725|-73.10775991929727|68|Santander|68001|Bucaramanga|||2|0|6|0
62|900421895-1|900421895|Clínica del Norte|Fundación Clínica del Norte|1|neurocirugía, cx mano, cx urológica, cx oral, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx cardiovascular|508811823|6.342933259564552|-75.54606044968178|05|Antioquia|05088|Bello|||3|138|8|0
751|900442930-1|900442930|Clinica Dolormed S.A.S.|Dolormed Centro Integral En Manejo de Dolor S.A.S.|2|cx general, cx maxilofacial, cx ortopédica, cx otorrinolaringología, cx plástica, cx estética|7683408314|4.085609639177904|-76.1911142619817|76|Valle del Cauca|76834|Tuluá|||2|3|6|0
408|890680031-1|890680031|Hospital San Antonio|E.S.E. Hospital San Antonio de Arbeláez|2|cx general, cx oftalmológica|2505300023|4.272561477|-74.41677569|25|Cundinamarca|25053|Arbeláez|||2|13|8|7
746|891900343-1|891900343|Hospital Departamental San Antonio|E.S.E. Hospital departamental San Antonio de Roldanillo Empresa Social del Estado|2|cx general, cx ginecológica, cx otras cxs, cx urológica, cx oral, cx otorrinolaringología, cx oftalmológica, cx ortopédica|7662201709|4.404512810292477|-76.15219594503776|76|Valle del Cauca|76622|Roldanillo|||2|35|4|2
711|900550254-1|900550254|Clinica Esensa|Clínica Esensa|1|cx urológica, cx endovascular neurológica, cx mano, cx mama, cx tumores tejidos blandos, cx dermatológica, cx gastrointestinal, cx neurocirugía, cx vascular, cx angiológica, cx plástica, cx estética, cx ortopédica, cx ginecológica, cx general|7600110276|3.415911084483553|-76.53785548241716|76|Valle del Cauca|76001|Cali|||3|91|7|0
596|800153463-1|800153463|Clinica Revivir S.A.|Clínica Revivir Sa|2|otras cxs, cx urológica, cx vascular, cx angiológica, cx plástica, cx estética, cx otorrinolaringología, cx oftalmológica, cx ortopédica, cx maxilofacial, cx ginecológica, cx general|6800100261|7.110657522025528|-73.11315140271121|68|Santander|68001|Bucaramanga|||2|0|1|0
656|800209891-1|800209891|Clinica Asotrauma|Clínica Asotrauma S.A.S.|2|cx general, cx maxilofacial, cx ortopédica, cx otorrinolaringología, cx plástica, cx estética, cx urológica, cx mano, cx neurocirugía, cx otras cxs|7300100826|4.437434942637705|-75.21989550957662|73|Tolima|73001|Ibagué|||3|38|6|0
340|805027743-1|805027743|Clínica Santa Gracia|Clínica Santa Gracia - Dumian Medical S.A.S.|1|neurocirugía, cx gastrointestinal, cx mano, cx otras cxs, cx urológica, cx plástica, cx estética, cx pediátrica, cx oncológica, cx otorrinolaringología, cx oftalmológica, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx cardiovascular|1900108297|2.4592439466742224|-76.60284635580634|19|Cauca|19001|Popayán|||3|92|6|2
45|900408220-1|900408220|Nueva Clínica Sagrado Corazón|Nueva Clínica Sagrado Corazón S.A.S.|2|neurocirugía, cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx otorrinolaringológica, cx vascular, cx angiológica, cx urológica|500111746|6.242847418268389|-75.55734870218697|05|Antioquia|05001|Medellín|||2|104|6|0
149|900393235-1|900393235|Klinimeqx 147|Klinimeqx 147|2|cx ginecológica, cx general, cx otorrinolaringología, cx plástica, cx estética|1100129163|4.729950583606929|-74.04631249290854|11|Bogotá D.C.|11001|Bogotá D.C.|1100101|Usaquén|1|0|4|0
169|830040256-1|830040256|Hospital Militar Central de Bogotá|Hospital Militar Central|1|cx oncológica, cx otorrinolaringología, cx oftalmológica, cx ortopédica, cx cardiovascular, cx general, cx ginecológica, cx otras cxs, cx pediátrica, cx maxilofacial, cx cabeza, cx cuello, cx oncológica pediátrica, cx mama, cx tumores tejidos blandos, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx mano, cx tórax, cx gastrointestinal, cx neurocirugía|1100116938|4.635511182922544|-74.06222077819245|11|Bogotá D.C.|11001|Bogotá D.C.|1100102|Chapinero|3|475|34|4
366|901781428-1|901781428|Clinica Santo Tomas|Clínica Santo Tomas Salud IPS S.A.S.|0|cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx oftalmológica, cx otorrinolaringología, cx pediátrica, cx plástica, cx estética, cx vascular, cx angiológica, cx neurocirugía, cx urológica|2000102681|10.476918028096458|-73.24940512956763|20|Cesar|20001|Valledupar|||2|82|4|0
690|805026771-1|805026771|Clinica recuperar Cali|Recuperar S.A. IPS - 3|2|cx urológica, cx oncológica, cx ginecológica, cx general, cx ortopédica, cx plástica, cx estética, cx tórax, cx maxilofacial|7600104827|3.4232113756081683|-76.54637971425878|76|Valle del Cauca|76001|Cali|||2|56|2|0
35|890938774-1|890938774|Clínica del Prado|Clínica del Prado Ciudad del Rio|2|cx plástica, cx estética, cx general, cx ginecológica, cx pediátrica, cx urológica|500104648|6.222452448815396|-75.5748578478459|05|Antioquia|05001|Medellín|||1|150|9|0
347|900146633-1|900146633|Unidad Vascular Popayán|Unidad Vascular S.A.S.|2|cx general, cx ginecológica, cx ortopédica, cx oftalmológica, cx otorrinolaringológica, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx otras cxs|1900108016|2.452023018228608|-76.59935641235616|19|Cauca|19001|Popayán|||2|0|2|0
505|901439816-1|901439816|IPS SAN JOSE DE SANTA ANA|IPS San José de Santa Ana S.A.S.|2|cx urológica, cx ortopédica, cx ginecológica, cx general, cx vascular, cx angiológica|4770703099|9.32019936103718|-74.57263155765082|47|Magdalena|47707|Santa Ana|||2|4|3|0
595|800084206-1|800084206|Hospital Local del Norte - Isabu|Hospital Local del Norte|2|cx ortopédica, cx ginecológica, cx general|6800100701|7.14904863058648|-73.13468365866615|68|Santander|68001|Bucaramanga|||2|65|19|5
226|900484802-1|900484802|Hospital La Victoria- SCO|Clínica Victoria|2|cx plástica, cx estética, cx general, cx maxilofacial, cx otorrinolaringología|1100123368|4.55268182176747|-74.09457411403845|11|Bogotá D.C.|11001|Bogotá D.C.|1100104|San Cristóbal|2|0|2|0
282|900304958-1|900304958|Clínica San José de Torices|Sociedad San José de Torices S.A.|2|cx tórax, cx neurocirugía, cx urológica, cx general, cx ginecológica, cx maxilofacial, cx ortopédica|1300102141|10.431934538542462|-75.53473697419038|13|Bolívar|13001|Cartagena de Indias|||2|59|3|1
510|892000501-1|892000501|Hospital Departamental de Villavicencio|Hospital departamental de Villavicencio E.S.E.|2|cx general, cx ginecológica, cx maxilofacial, cx ortopédica, cx oftalmológica, cx oncológica, cx pediátrica, cx plástica, cx estética, cx urológica, cx mano, cx mama, cx tumores tejidos blandos, cx dermatológica, cx gastrointestinal, cx neurocirugía|5000100529|4.1448063015300365|-73.64374994059658|50|Meta|50001|Villavicencio|||2|281|15|2
560|890501438-1|890501438|Hospital Emiro Quintero Cañizales|Empresa Social del Estado Hospital Emiro Quintero Cañizares|2|neurocirugía, cx urológica, cx vascular, cx angiológica, cx otorrinolaringología, cx oftalmológica, cx ortopédica, cx maxilofacial, cx ginecológica, cx general|5449800547|8.254393810926054|-73.35847408706732|54|Norte de Santander|54498|Ocaña|||2|160|11|8
197|860015536-1|860015536|Hospital Universitario San Ignacio|Hospital Universitario San Ignacio|1|cx urológica, cx vascular, cx angiológica, cx plástica, cx estética, cx pediátrica, cx oncológica, cx otorrinolaringología, cx oftalmológica, cx ortopédica, cx maxilofacial, cx ginecológica, cx general, cx cardiovascular, cx otras cxs, cx mano, cx mama, cx tumores tejidos blandos, cx dermatológica, cx tórax, cx gastrointestinal, cx neurocirugía, cx cabeza, cx cuello|1100109456|4.628464444859768|-74.0642961859758|11|Bogotá D.C.|11001|Bogotá D.C.|1100102|Chapinero|3|310|27|0
540|900180747-1|900180747|IPS Puente del Medio (Sede Santander)|IPS Puente del Medio|2|cx ginecológica, cx general, cx ortopédica, cx oftalmológica, cx otorrinolaringología, cx urológica, cx dermatológica, cx gastrointestinal|5283501489|1.8075399253154312|-78.76437277668485|52|Nariño|52835|San Andrés de Tumaco|||2|142|8|1
316|891856372-1|891856372|Clínica de Especialistas|Clínica de Especialistas S.A.|2|neurocirugía, cx dermatológica, cx urológica, cx plástica, cx estética, cx otorrinolaringología, cx general, cx ginecológica, cx ortopédica, cx maxilofacial|1575900592|5.716517085893189|-72.92556490829342|15|Boyacá|15759|Sogamoso|||2|51|7|0
518|901421601-1|901421601|Hospital de la Gente Villavicencio - Sede principal|Hospital de La Gente Sede Quirúrgica|0|cx gastrointestinal, cx mama, cx tumores tejidos blandos, cx urológica, cx otorrinolaringología, cx ortopédica, cx ginecológica, cx general|5000102275|4.140610304736505|-73.6371507716327|50|Meta|50001|Villavicencio|||2|0|5|0
170|830073010-1|830073010|Clínica Mediport|Mediport Bs|0|cx tórax, cx ortopédica, cx general, cx ginecológica, cx maxilofacial, cx otorrinolaringología, cx oral, cx plástica, cx estética, cx vascular, cx angiológica, cx urológica, cx mano, cx mama, cx tumores tejidos blandos, cx dermatológica|1100106258|4.703851089887817|-74.02986652630322|11|Bogotá D.C.|11001|Bogotá D.C.|1100101|Usaquén|2|0|17|0
83|890981536-1|890981536|Hospital San Rafael Yolombó|Empresa Social del Estado Hospital San Rafael de Yolombó|2|cx otorrinolaringológica, cx dermatológica, cx urológica, cx oftalmológica, cx ortopédica, cx ginecológica, cx cx general|589002431|6.590470955897048|-75.01753906554808|05|Antioquia|05890|Yolombó|||2|67|6|5
694|890300516-1|890300516|Clínica San Fernando|Clínica San Fernando S.A.|2|cx cardiovascular, cx neurocirugía, cx mano, cx urológica, cx plástica, cx estética, cx oral, cx otorrinolaringología, cx ortopédica, cx maxilofacial, cx ginecológica, cx general|7600103013|3.427928795498013|-76.54585322047699|76|Valle del Cauca|76001|Cali|||2|9|3|0
493|901227264-1|901227264|CLINICA INMACULADA IPS|Clínica Inmaculada|2|cx ginecológica, cx general, cx maxilofacial, cx ortopédica, cx plástica, cx estética, cx mano|4718902607|11.009276795140783|-74.25211573685867|47|Magdalena|47189|Ciénaga|||2|0|0|0
402|901043802-1|901043802|Clinica integral de fracturas Lomas Verdes|Clínica Integral de Fracturas Lomas Verdes|2|cx general, cx maxilofacial, cx ortopédica, cx plástica, cx estética, cx mano, cx neurocirugía|2341702144|9.245670191054826|-75.81275798184588|23|Córdoba|23417|Lorica|||2|38|2|2
162|800162636-1|800162636|Centro Quirúrgico de La Sabana Centro Quirúrgico de la Sabana CIRUSABANA|Centro Quirúrgico de La Sabana S.A. - Cirusabana S.A.|2|cx general, cx ginecológica, cx maxilofacial, cx otorrinolaringología, cx plástica, cx estética, cx dermatológica|1100106780|4.695803118796537|-74.03126236811453|11|Bogotá D.C.|11001|Bogotá D.C.|1100101|Usaquén|2|0|4|0
523|814006170-1|814006170|Clinica De Ortopedia y Fracturas Traumedical (Pasto Nariño)|Clínica de Ortopedia Y Fracturas Traumedical S.A.S.|2|cx plástica, cx estética, cx otorrinolaringología, cx ortopédica, cx maxilofacial, cx general|5200100829|1.2255215713956804|-77.28454547000314|52|Nariño|52001|Pasto|||2|30|3|1
662|900138815-1|900138815|CLINICA UNIDAD MATERNO INFANTIL DEL TOLIMA|Clínica Unidad Materno Infantil del Tolima|0|cx plástica, cx estética, cx otorrinolaringología, cx gastrointestinal, cx oftalmológica, cx ortopédica, cx pediátrica, cx general, cx ginecológica|7300101742|4.438571704025374|-75.19980348835635|73|Tolima|73001|Ibagué|||2|48|3|0
